Epoch,Number_of_Unlabed_Images,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter
41,5974,0.038,0.9885,0.3272,0.8991,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
42,6020,0.0398,0.9869,0.324,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
43,6028,0.0364,0.9884,0.3301,0.9013,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
44,6034,0.0342,0.9902,0.3409,0.896,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
45,6062,0.0352,0.989,0.3401,0.9026,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
46,6071,0.0316,0.9918,0.3422,0.8974,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
47,6117,0.0348,0.989,0.3414,0.9013,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
48,6099,0.0317,0.9902,0.3497,0.8987,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
49,6115,0.0319,0.9907,0.353,0.9004,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
50,6146,0.0304,0.9906,0.351,0.9018,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
51,6147,0.0327,0.9895,0.3358,0.9044,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
52,6187,0.03,0.9903,0.3594,0.8978,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
53,6196,0.027,0.993,0.3583,0.8991,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
54,6206,0.0303,0.99,0.3608,0.9035,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
55,6219,0.0315,0.9892,0.3716,0.9004,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
56,6207,0.0266,0.9922,0.3613,0.9048,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
57,6229,0.0241,0.9931,0.3526,0.904,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
58,6246,0.02,0.9951,0.3532,0.904,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
59,6268,0.0241,0.9938,0.3564,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
60,6284,0.0203,0.9945,0.3571,0.9035,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
61,6293,0.0197,0.995,0.3556,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
62,6313,0.0195,0.9952,0.3606,0.9031,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
63,6317,0.0196,0.9946,0.3628,0.9013,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
64,6306,0.0184,0.9958,0.3755,0.8978,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
65,6299,0.0202,0.9946,0.3696,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
66,6315,0.0186,0.9952,0.3543,0.9031,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
67,6296,0.0174,0.9959,0.3643,0.9026,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
68,6330,0.0193,0.995,0.3654,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
69,6330,0.0188,0.9952,0.3546,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
70,6302,0.0165,0.9962,0.3593,0.9026,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
71,6314,0.0176,0.9952,0.3586,0.8987,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
72,6321,0.0172,0.9961,0.3656,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
73,6327,0.0167,0.9961,0.3649,0.9018,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
74,6323,0.0164,0.996,0.3617,0.9004,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
75,6333,0.0192,0.9953,0.3611,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
76,6340,0.0169,0.9955,0.3594,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
77,6314,0.0161,0.9959,0.3566,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
78,6331,0.015,0.9967,0.3637,0.9026,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
79,6320,0.0161,0.9959,0.3651,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
80,6335,0.0165,0.9959,0.3668,0.904,0.3345,0.893,0.8945,0.885,0.8893,0.9594,0.9152,0.784,0.8972,0.7965,0.9038,0.939,[[331  13   0   1   0   0   0] [ 16 356  15   2   0   0   0] [  0  20 254  45   5   0   0] [  0   3  30 410   9   1   4] [  0   0   6  24 137   4   1] [  0   0   4   3   8 216   8] [  1   3   3   4   1   9 323]],48.19
