Epoch,Number_of_Unlabed_Images,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter
20,3813,0.3683,0.8636,0.4957,0.8167,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
21,3962,0.3507,0.8698,0.4092,0.8458,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
22,4234,0.3356,0.8777,0.4997,0.8048,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
23,4084,0.3336,0.8765,0.4183,0.8357,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
24,4237,0.323,0.8811,0.4174,0.8392,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
25,4273,0.3281,0.8798,0.4247,0.8432,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
26,4239,0.3216,0.8783,0.416,0.833,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
27,4072,0.2992,0.8889,0.3917,0.8423,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
28,4608,0.301,0.887,0.5332,0.8185,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
29,4461,0.3014,0.888,0.4607,0.8264,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
30,4357,0.2134,0.9194,0.2896,0.8815,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
31,4806,0.1675,0.9397,0.3027,0.8868,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
32,5139,0.1561,0.9412,0.2952,0.8916,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
33,5188,0.1536,0.9432,0.3155,0.8833,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
34,5282,0.1462,0.9477,0.2965,0.8881,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
35,5293,0.1446,0.9474,0.2938,0.8943,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
36,5315,0.1341,0.9497,0.3017,0.8885,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
37,5315,0.1385,0.9472,0.2923,0.8925,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
38,5352,0.1296,0.9516,0.2926,0.8907,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
39,5323,0.1256,0.9539,0.3231,0.8859,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
40,5383,0.121,0.9554,0.308,0.8916,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
41,5471,0.1161,0.9575,0.3026,0.8894,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
42,5464,0.1151,0.9568,0.3212,0.8907,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
43,5528,0.1133,0.9569,0.3172,0.8974,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
44,5540,0.1113,0.9609,0.3274,0.8978,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
45,5560,0.1134,0.959,0.3216,0.8881,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
46,5548,0.1039,0.962,0.2964,0.8978,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
47,5569,0.0993,0.9646,0.3238,0.8819,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
48,5575,0.1051,0.9614,0.3102,0.893,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
49,5610,0.0939,0.9661,0.3188,0.8912,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
50,5618,0.0938,0.9663,0.313,0.8943,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
51,5713,0.0884,0.9693,0.3239,0.8956,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
52,5682,0.0882,0.9679,0.3279,0.8938,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
53,5744,0.0883,0.9675,0.3662,0.8921,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
54,5731,0.0852,0.9696,0.343,0.893,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
55,5817,0.0794,0.9715,0.3436,0.8956,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
56,5777,0.0775,0.9717,0.3219,0.8947,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
57,5792,0.0766,0.9722,0.342,0.8934,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
58,5793,0.0794,0.9717,0.3313,0.8952,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
59,5848,0.0757,0.9731,0.343,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
60,5876,0.0539,0.9829,0.3389,0.8974,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
61,5926,0.0482,0.9849,0.3426,0.8934,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
62,5959,0.049,0.9845,0.3319,0.8974,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
63,5989,0.0473,0.9857,0.3269,0.8996,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
64,5972,0.048,0.9847,0.3265,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
65,5985,0.0459,0.9853,0.3371,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
66,5943,0.0427,0.9877,0.3299,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
67,5997,0.0426,0.9862,0.3307,0.8982,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
68,6014,0.0435,0.9862,0.332,0.8996,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
69,6030,0.0462,0.9856,0.3333,0.9004,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
70,5997,0.0423,0.9878,0.3366,0.8978,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
71,6024,0.0423,0.9866,0.3392,0.9013,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
72,5995,0.0445,0.986,0.3391,0.9031,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
73,6030,0.0416,0.9873,0.3313,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
74,6026,0.0427,0.9869,0.3425,0.8987,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
75,6042,0.0415,0.9879,0.3342,0.9018,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
76,6052,0.0417,0.9871,0.3464,0.8991,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
77,6050,0.0381,0.989,0.3493,0.8978,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
78,6058,0.0397,0.9885,0.3446,0.8996,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
79,6061,0.0387,0.9881,0.3423,0.8956,None,None,None,None,None,None,None,None,None,None,None,None,None,48.19
80,6074,0.0411,0.987,0.3379,0.8987,0.412,0.8828,0.8891,0.8723,0.8794,0.9507,0.9049,0.787,0.884,0.7384,0.9079,0.9331,[[328  15   1   0   0   1   0] [ 16 352  18   2   0   0   1] [  0  22 255  43   3   1   0] [  0   3  43 404   4   1   2] [  0   1  11  29 127   4   0] [  0   2   3   1   6 217  10] [  1   3   1   7   1  10 321]],48.19
