Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter
1,1.145,0.5483,1.1343,0.5639,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
2,0.8229,0.6845,0.7527,0.7141,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
3,0.7126,0.7243,0.9264,0.6344,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
4,0.6792,0.7354,0.6842,0.7379,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
5,0.6428,0.7474,0.754,0.7022,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
6,0.6044,0.7681,0.6216,0.7612,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
7,0.5727,0.7778,0.6172,0.7612,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
8,0.5534,0.7863,0.5732,0.7811,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
9,0.5342,0.8002,0.6422,0.7476,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
10,0.5314,0.7998,0.5757,0.77,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
11,0.5004,0.8096,0.5251,0.7991,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
12,0.4972,0.8135,0.6319,0.7546,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
13,0.4872,0.8147,0.501,0.7969,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
14,0.4518,0.8276,0.5069,0.8084,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
15,0.4512,0.8298,0.6065,0.7665,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
16,0.4588,0.8255,0.4843,0.8066,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
17,0.4481,0.8278,0.5146,0.7987,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
18,0.4339,0.8326,0.4955,0.8066,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
19,0.4232,0.8426,0.6072,0.7652,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
20,0.4405,0.8316,0.6241,0.7687,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
21,0.4457,0.8306,0.4998,0.8066,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
22,0.4139,0.8426,0.52,0.7965,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
23,0.4205,0.8394,0.4955,0.8062,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
24,0.4124,0.8422,0.4668,0.8154,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
25,0.3872,0.8539,0.4703,0.8132,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
26,0.3924,0.8504,0.4548,0.8189,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
27,0.3827,0.8526,0.5325,0.8053,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
28,0.3835,0.8532,0.482,0.8154,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
29,0.3818,0.8546,0.5114,0.7982,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
30,0.3016,0.8846,0.3488,0.8621,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
31,0.2636,0.9004,0.3368,0.8665,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
32,0.2541,0.9037,0.3346,0.8722,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
33,0.2521,0.9042,0.354,0.8652,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
34,0.2452,0.9062,0.3269,0.8767,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
35,0.2362,0.9122,0.3249,0.8767,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
36,0.2404,0.9083,0.3266,0.8727,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
37,0.2391,0.9077,0.3348,0.8652,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
38,0.2345,0.9117,0.3274,0.8678,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
39,0.2311,0.9133,0.321,0.8718,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
40,0.2239,0.9154,0.3187,0.8753,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
41,0.2276,0.9148,0.3217,0.8731,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
42,0.2234,0.9168,0.3242,0.8771,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
43,0.2219,0.9147,0.3171,0.8718,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
44,0.2245,0.9139,0.3175,0.8753,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
45,0.2172,0.916,0.325,0.8687,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
46,0.2206,0.9162,0.3202,0.8753,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
47,0.219,0.9171,0.3176,0.8797,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
48,0.2139,0.9189,0.3252,0.8784,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
49,0.2191,0.9177,0.3126,0.8802,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
50,0.2126,0.9198,0.3254,0.8678,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
51,0.2076,0.9194,0.3134,0.8722,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
52,0.2122,0.9202,0.3074,0.8696,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
53,0.2086,0.9216,0.3138,0.8718,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
54,0.2061,0.9221,0.3125,0.8771,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
55,0.2084,0.922,0.3175,0.8678,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
56,0.2035,0.9218,0.3108,0.8775,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
57,0.2035,0.9219,0.3059,0.8758,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
58,0.2045,0.9231,0.3052,0.8793,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
59,0.2029,0.9232,0.3243,0.8709,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
60,0.1832,0.9319,0.2939,0.8815,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
61,0.1758,0.9333,0.2915,0.878,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
62,0.1774,0.9321,0.2918,0.8811,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
