Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter
1,1.1174,0.5655,1.4144,0.5194,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
2,0.8992,0.6531,0.86,0.6648,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
3,0.8192,0.6792,0.746,0.6987,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
4,0.7452,0.7132,0.6465,0.7502,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
5,0.7197,0.717,0.6356,0.7612,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
6,0.6927,0.7245,0.6758,0.7524,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
7,0.6659,0.7432,0.6479,0.7441,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
8,0.6566,0.7468,0.6374,0.767,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
9,0.6362,0.7536,0.6904,0.7216,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
10,0.6114,0.759,0.603,0.7674,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
11,0.5928,0.7689,0.5102,0.7982,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
12,0.5601,0.7833,0.6755,0.7511,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
13,0.5802,0.7787,0.5633,0.7846,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
14,0.576,0.7711,0.5954,0.778,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
15,0.5395,0.7917,0.5678,0.7617,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
16,0.5351,0.7914,0.6699,0.7559,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
17,0.5319,0.7923,0.553,0.7731,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
18,0.5218,0.7981,0.5216,0.7921,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
19,0.5239,0.7971,0.5102,0.8145,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
20,0.5022,0.8017,0.5026,0.8062,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
21,0.4925,0.8073,0.4894,0.8084,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
22,0.493,0.8052,0.4639,0.8167,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
23,0.4879,0.8065,0.4918,0.8093,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
24,0.4666,0.8165,0.4534,0.8308,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
25,0.4762,0.8142,0.4587,0.826,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
26,0.4644,0.8191,0.5478,0.7815,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
27,0.4604,0.8216,0.484,0.8181,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
28,0.4574,0.8226,0.4736,0.8119,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
29,0.4414,0.8251,0.4478,0.8286,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
30,0.3525,0.862,0.3419,0.859,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
31,0.3308,0.8696,0.3402,0.8652,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
32,0.3177,0.8742,0.33,0.8714,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
33,0.3169,0.8742,0.3295,0.8678,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
34,0.3087,0.876,0.3277,0.8652,None,None,None,None,None,None,None,None,None,None,None,None,None,6.32
