Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter
1,1.3853,0.4769,1.1389,0.5683,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
2,1.1142,0.5627,0.9336,0.6379,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
3,0.9847,0.6189,0.9149,0.6436,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
4,0.9065,0.6503,0.936,0.6529,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
5,0.855,0.6664,0.8048,0.7009,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
6,0.8041,0.6874,0.7842,0.6828,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
7,0.7704,0.7002,0.832,0.6674,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
8,0.7362,0.7142,0.7159,0.7335,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
9,0.7046,0.7226,0.6681,0.7423,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
10,0.6902,0.7342,0.6223,0.7498,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
11,0.682,0.7407,0.629,0.7485,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
12,0.659,0.7451,0.6071,0.7626,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
13,0.6502,0.7424,0.618,0.7648,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
14,0.629,0.756,0.6072,0.7586,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
15,0.6253,0.7603,0.6015,0.7648,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
16,0.6316,0.7571,0.6098,0.7722,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
17,0.6106,0.7655,0.5929,0.7696,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
18,0.5953,0.7677,0.6277,0.7533,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
19,0.5813,0.7755,0.6194,0.7581,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
20,0.5872,0.7706,0.5915,0.7744,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
21,0.5795,0.7761,0.5228,0.7965,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
22,0.5727,0.7768,0.567,0.7722,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
23,0.555,0.7857,0.5907,0.7634,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
24,0.5467,0.7884,0.5054,0.8079,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
25,0.5563,0.7853,0.4991,0.8079,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
26,0.5359,0.7926,0.5085,0.8062,None,None,None,None,None,None,None,None,None,None,None,None,None,87.57
