Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter
1,1.3609,0.4829,1.1555,0.5586,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
2,1.0392,0.5986,0.9562,0.637,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
3,0.8696,0.671,0.8314,0.6819,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
4,0.8175,0.6862,0.9669,0.6304,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
5,0.7523,0.714,0.7737,0.7022,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
6,0.6943,0.7309,0.6853,0.7304,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
7,0.6511,0.7526,0.6529,0.7463,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
8,0.6333,0.756,0.6836,0.7379,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
9,0.599,0.7737,0.627,0.7581,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
10,0.5807,0.7781,0.6417,0.7511,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
11,0.5563,0.7893,0.7316,0.7247,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
12,0.5541,0.789,0.6104,0.759,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
13,0.548,0.7947,0.6333,0.7502,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
14,0.5404,0.7962,0.5639,0.7775,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
15,0.5152,0.8055,0.6265,0.7577,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
16,0.5055,0.8087,0.6411,0.7392,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
17,0.5027,0.8113,0.5657,0.7797,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
18,0.4985,0.8092,0.5764,0.7771,None,None,None,None,None,None,None,None,None,None,None,None,None,27.52
