Epoch,Number_of_Unlabeled_Images,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter,Hours
64,5689,0.0748,0.9752,0.3928,0.8991,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
65,5676,0.0683,0.9768,0.4487,0.9004,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
66,5703,0.0672,0.9768,0.4043,0.8987,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
67,5725,0.0677,0.978,0.3797,0.9026,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
68,5681,0.0667,0.9771,0.4142,0.9004,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
69,5719,0.0655,0.9779,0.4233,0.9018,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
70,5716,0.0682,0.9764,0.4089,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
71,5747,0.068,0.977,0.4007,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
72,5732,0.0667,0.977,0.357,0.904,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
73,5726,0.0636,0.9787,0.3518,0.9013,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
74,5748,0.0632,0.9786,0.3688,0.9035,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
75,5777,0.0671,0.9766,0.3416,0.9031,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
76,5762,0.0635,0.978,0.4263,0.9018,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
77,5760,0.0634,0.9793,0.3867,0.9035,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
78,5763,0.0651,0.9772,0.3533,0.904,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
79,5753,0.0622,0.9792,0.5334,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
80,5771,0.0652,0.9783,0.4836,0.9026,0.3487,0.9044,0.9026,0.899,0.9006,0.9478,0.9023,0.8179,0.9256,0.843,0.9205,0.936,[[327   8   1   0   8   0   1]  [ 15 351  19   2   1   1   0]  [  0  15 265  40   3   1   0]  [  0   2  24 423   6   1   1]  [  0   1   2  17 145   6   1]  [  0   0   5   1   5 220   8]  [  0   0   3   4   0  15 322]],65.38,2.51
